SEMANA;PLANEJAMENTO HORIZONTAL - MATEMÁTICA;;;;;;;;;SEMANA;PLANEJAMENTO HORIZONTAL - MATEMÁTICA;;;;;;;;;SEMANA;PLANEJAMENTO HORIZONTAL - MATEMÁTICA;;;;;;;;;;;;
;1º EM -  Form. Ger. Bas.;;;;;;;;;;2º EM -  Form. Ger. Bas.;;;;;;;;;;3º EM -  Aprofundamento Acadêmico;;;;;;;;;;;;
;Parte A;;;Parte B;;Parte C;;Parte D;;;Parte A ;;;Parte B;;Parte C;;Parte D;;;Parte A ;;;Parte B;;Parte C;;Parte D;;;;;
9;;A24;? Produto cartesiano, relações e funções: funções;A29;? Introdução às equações: equações que envolvem variável no denominador;A34;? Números inteiros: números primos, teorema fundamental da aritmética e quantidade de divisores de um inteiro;A40;? Geometria Plana – Teorema de Tales e trigonometria: ângulos notáveis;9;;A25;? Equações e inequações trigonométricas em U = R;A30;? Probabilidades: união de eventos;A34;? Áreas e equação da reta que passa por dois pontos ;A39;? Poliedros;9;;A24;? Funções (2ª parte);A27;? Inequações;A32;? Sequências e progressões;A37;? Geometria Plana (2ª parte);;;;
10;;A25;? Produto cartesiano, relações e funções: funções;A30;? Introdução às equações: equações que envolvem variável no denominador;A35;? Números inteiros: máximo divisor comum;A41;? Geometria Plana – Teorema de Tales e trigonometria: lei dos cossenos;10;;A26;? Equações e inequações trigonométricas em U = R;A31;? Probabilidades: eventos mutuamente excludentes e evento complementar;A35;? Posições relativas entre retas ;A40;? Cilindros;10;;A25;? Equações exponenciais;A30;? Inequações;A35;? Princípio da Casa dos Pombos;A40;? Geometria Plana (2ª parte);;;;
11;Módulo 3;A42;? Funções (2ª parte): função afim;A47;? Sinais de ax + b e ax² + bx + c: sinal de ax + b;A36;? Números inteiros: mínimo múltiplo comum;A54;? Geometria Plana – Triângulos – teoremas: bissetrizes e TBI;11;Módulo 3;A42;? Gráficos das funções seno, cosseno e tangente;A47;? Partições do espaço amostral e probabilidade condicional;A52;? Distância de ponto à reta e equação das bissetrizes dos ângulos entre duas retas;A41;? Cilindros;11;Módulo 3;A41;? Logaritmo;A45;? Geometria Analítica (1ª parte);A49;? Análise combinatória (1ª parte);A53;? Geometria Plana (3ª parte);;;;
12;;A43;? Funções (2ª parte): função quadrática;A48;? Sinais de ax + b e ax² + bx + c: sinal de ax² + bx + c;A51;? Fatorial: definição e operações;A55;? Geometria Plana – Triângulos – teoremas: medianas;12;;A43;? Gráficos da função módulo e de funções que utilizam a definição de módulo;A48;? Intersecção de eventos e eventos independentes;A53;? Distância de ponto à reta e equação das bissetrizes dos ângulos entre duas retas;A56;? Cones;12;;A42;? Logaritmo;A46;? Geometria Analítica (1ª parte);A50;? Análise combinatória (1ª parte);A54;? Geometria Plana (3ª parte);;;;
13;;A44;? Funções (2ª parte): função quadrática;A49;? Princípio da Casa dos Pombos: apresentação do conceito;A52;? Números binomiais: definição, simetrias e simplificação;A56;? Geometria Plana – Triângulos – teoremas: mediatrizes;13;;A44;? Transformações no gráfico de uma função;A49;? Intersecção de eventos e eventos independentes;A54;? Ângulos entre retas;A57;? Semelhança de sólidos;13;;A43;? Logaritmo;A46;? Geometria Analítica (1ª parte);A50;? Análise combinatória (1ª parte);A54;? Geometria Plana (3ª parte);;;;
14;;A45;? Funções (2ª parte): função composta;A50;? Princípio da Casa dos Pombos: conceito generalizado;A53;? Números binomiais: relação de Stiefel, triângulo de Pascal e propriedades;A57;? Geometria Plana – Triângulos – teoremas: alturas e cevianas;14;;A45;? Transformações no gráfico de uma função;A50;? Teorema de Bayes;A55;? Divisão de um segmento em partes proporcionais e baricentro de um triângulo;A58;? Troncos de pirâmides e cones;14;;A44;? Logaritmo;A48;? Geometria Analítica (1ª parte);A52;? Análise combinatória (1ª parte);A56;? Geometria Plana (3ª parte);;;;
15;Módulo 4;A46;? Funções (2ª parte): função injetora;A62;? Equações (2ª parte): equações do tipo A? = B? e as que utilizam variável auxiliar;A66;? Introdução à Trigonometria: apresentação do ciclo trigonométrico, grau e radiano;A58;? Geometria Plana – Triângulos – teoremas: lei dos senos;15;Módulo 4;A46;? Gráficos de funções utilizando propriedades de módulo;A51;? Experimentos repetidos;A65;? Equação da circunferência;A69;? Esferas;15;Módulo 4;A57;? Trigonometria – Introdução;A61;? Geometria Analítica (2ª parte);A65;? Análise combinatória (2ª parte);A69;? Geometria Plana: circunferência;;;;
16;;A59;? Equações exponenciais: resolução de equações exponenciais;A63;? Equações (2ª parte): equações do tipo A? = B? e as que utilizam variável auxiliar;A67;? Introdução à Trigonometria: funções seno, cosseno e tangente;A70;? Geometria Plana – Triângulos – Áreas: definição e áreas de triângulos de mesma altura;16;;A59;? Especificidades dos gráficos das funções seno e cosseno;A62;? Trabalhando com dados agrupados: tabelas e gráficos;A66;? Equação da circunferência;A70;? Esferas;16;;A58;? Trigonometria – Introdução;A62;? Geometria Analítica (2ª parte);A66;? Análise combinatória (2ª parte);A70;? Geometria Plana: circunferência;;;;
17;;A60;? Equações exponenciais: resolução de equações exponenciais;A64;? Equações (2ª parte): equações irracionais;A68;? Introdução à Trigonometria: simetrias;A71;? Geometria Plana – Triângulos – Áreas: áreas proporcionais às bases e áreas de triângulos semelhantes;17;;A60;? Especificidades dos gráficos das funções exponenciais e logarítmicas;A63;? Medidas de tendência central;A67;? Circunferência por três pontos e posições de um ponto em relação a uma circunferência;A71;? Sólidos de revolução e inscrições;17;;A59;? Trigonometria – Introdução;A62;? Geometria Analítica (2ª parte);A66;? Matrizes;A70;? Módulo de um número real;;;;
18;;A61;? Equações exponenciais: sistemas de equações exponenciais;A65;? Equações (2ª parte): equações irracionais;A69;? Introdução à Trigonometria: seno, cosseno e tangente de soma e diferença de arcos;A72;? Geometria Plana – Triângulos – Áreas: Heron e S = 1/2 • a • b • sen?;18;;A61;? Imagens de algumas funções e estudo da função f(x) = 1/x;A64;? Medidas de dispersão;A68;? Circunferência por três pontos e posições de um ponto em relação a uma circunferência;A72;? Sólidos de revolução e inscrições;18;;A60;? Trigonometria – Introdução;A64;? Introdução aos números complexos;A68;? Matrizes;A72;? Módulo de um número real;;;;
19;Módulo 5;A73;? Logaritmos: definição;A77;? Inequações – Inequação produto/quociente: quadro de sinais;A81;? Variáveis proporcionais: proporção direta e inversa e regra de três simples;A85;? Geometria Plana – Polígonos e quadriláteros: polígonos;19;Módulo 5;A73;? Plano complexo, módulo, argumento e forma algébrica de um número complexo;A78;? Discussão de equações do tipo ax + b = 0, a, b ?  R, U = R;A82;? Posições relativas entre uma reta e uma circunferência;A86;? Projeções e planificações;19;Módulo 5;A73;? Equações trigonométricas;A77;? Números complexos;A81;? Probabilidades;A85;? Determinantes;;;;
20;;A74;? Logaritmos: propriedades;A78;"? Inequações – Inequação produto/quociente: método
dos intervalos";A82;? Variáveis proporcionais: divisão em grandezas proporcionais;A86;? Geometria Plana – Polígonos e quadriláteros: trapézios;20;;A74;? Operações em C;A79;? Discussão de equações do tipo ax2 + bx + c = 0, a, b, c ? R,a ? 0, U = R;A83;? Posições relativas entre uma reta e uma circunferência;A87;? Elipse;20;;A74;? Gráficos de funções;A78;? Números complexos;A82;? Probabilidades;A86;? Determinantes;;;;
21;;A75;? Logaritmos: propriedades;A79;? Inequações: inequações envolvendo A? e ??A;A83;? Variáveis proporcionais: regra de três composta;A87;? Geometria Plana – Polígonos e quadriláteros: paralelogramos;21;;A75;? Operações em C;A80;? Discussão de equações do tipo ax2 + bx + c = 0, a, b, c ? R,a ? 0, U = R;A84;? Posições relativas entre circunferências;A88;? Elipse;21;;A75;? Gráficos de funções;A78;? Polinômios;A82;? Probabilidades;A86;? Geometria Espacial (1ª parte);;;;
22;;A76;? Logaritmos: mais propriedades e logaritmos decimais;A80;? Inequações: sistemas de inequações e dupla desigualdade;A84;? Variáveis proporcionais: problemas envolvendo proporção;A88;? Geometria Plana – Polígonos e quadriláteros: retângulos, losangos e quadrados;22;;A76;? Raízes quadradas de um número complexo, equações quadráticas em C e potências da unidade imaginária;A81;? Discussão de equações do tipo a(kx)2 + b(kx) + c = 0, a, b, c, k ? R, 0 < k ? 1, a ? 0, U = R;A85;? Posições relativas entre circunferências;A89;? Hipérbole;22;;A76;? Funções e inequações;A80;? Polinômios;A84;? Probabilidades;A88;? Geometria Espacial (1ª parte);;;;
23;Módulo 6;A90;? Equações logarítmicas;A93;? Introdução à contagem: quantidade de inteiros entre a e b e diagrama de árvore;A96;? Porcentagens: definição, percentual de um número em relação a outro e variação percentual;A89;? Geometria Plana – Polígonos e quadriláteros: exercícios;23;Módulo 6;A77;? Forma polar de um número complexo;A92;? Problemas envolvendo grandezas físicas;A95;? Matrizes: definição, representação, igualdade, adição e subtração ;A99;? Parábola: definição e equações;23;Módulo 6;A89;? Sistemas lineares;A92;? Equações algébricas;A95;? Matriz inversa;A98;? Geometria Espacial (2ª parte);;;;
24;;A91;? Equações logarítmicas;A94;? Introdução à contagem: princípio da adição e princípio da inclusão e exclusão;A97;? Porcentagens: definição, percentual de um número em relação a outro e variação percentual;A100;? Geometria Plana – Circunferência: introdução: definição, posição relativa entre uma reta e uma circunferência e teorema do ângulo inscrito;24;;A90;? Raízes de números complexos;A93;? Problemas envolvendo grandezas físicas;A96;? Multiplicação de um escalar por uma matriz e multiplicação de matrizes;A100;? Parábola: definição e equações;24;;A90;? Sistemas lineares;A93;? Equações algébricas;A96;? Estatística;A99;? Geometria Espacial (2ª parte);;;;
25;;A92;? Sistemas de equações logarítmicas;A95;? Introdução à contagem: princípio da adição e princípio da inclusão e exclusão;A98;? Porcentagens: acréscimos e reduções percentuais;A101;? Geometria Plana – Circunferência: introdução: definição, posição relativa entre uma reta e uma circunferência e teorema do ângulo inscrito;25;;A91;? Raízes de números complexos;A94;? Problemas envolvendo grandezas físicas;A97;? Determinantes: definição e cálculo dos determinantes 2 × 2 e 3 × 3;A101;? Reta tangente à parábola;25;;A91;? Sistemas lineares;A94;? Equações algébricas;A97;? Estatística;A100;? Geometria Espacial (2ª parte);;;;
26;Módulo 7;A102;? Funções injetora, sobrejetora e bijetora, e relação inversa;A106;? Princípio multiplicativo;A99;? Porcentagens: situações que envolvem comércio;A113;? Consequências do teorema do ângulo inscrito e teorema do bico;26;Módulo 7;A102;? Polinômios: divisão de polinômios, Briot-Ruffini e teorema do resto;A106;? Binômio de Newton;A98;? Determinantes: definição e cálculo dos determinantes 2 × 2 e 3 × 3;A113;? Gráficos de relações;26;Revisão Geral;A1;? Números reais;A1;? Equações e inequações;A1;? Números inteiros;A1;? Geometria Plana;;;;
27;;A103;? Função inversa e gráfico da relação inversa;A107;? Arranjos;A110;? Juros compostos;A114;? Exercícios de retas tangentes a uma circunferência e posição relativa entre duas circunferências;27;;A103;? Divisão por (x - a)(x - b) e teorema fundamental da álgebra;A107;? Binômio de Newton;A110;? Propriedades dos determinantes;A114;? Gráficos de relações;27;;A2;? Funções;A2;? Proporção e problemas;A2;? Porcentagem e juros;A2;? Geometria Plana;;;;
28;;A104;? Função par, ímpar e monotônica, e análise gráfica;A108;? Permutação simples;A111;? Juros simples;A115;? Triângulos inscritos e circunscritos;28;;A104;? Relações entre coeficientes e raízes;A108;? Funções trigonométricas inversas;A111;? Propriedades dos determinantes;A115;? Matriz inversa;28;;A3;? Funções;A3;? Proporção e problemas;A3;? Porcentagem e juros;A3;? Geometria Plana;;;;
29;;A105;? Equações funcionais;A109;? Permutações com elementos repetidos e permutação circular;A112;? Inflação, renda perpétua e valor presente;A116;? Quadriláteros inscritíveis e circunscritíveis;29;;A105;? Raízes imaginárias e raízes racionais de um polinômio;A109;? Funções trigonométricas inversas;A112;? Regra de Chiò;A116;? Matriz inversa;29;;A4;? Exponenciais e logaritmos;A4;?Geometria Analítica;A4;?Sequências e progressões;A4;? Matrizes e determinantes;;;;
30;Módulo 8;A117;? Gráficos de funções exponenciais e logarítmicas;A120;? Espaços amostrais e eventos, probabilidades, espaços equiprováveis e espaços não equiprováveis;A123;? O plano cartesiano, ponto médio e distância entre pontos;A126;? Comprimento da circunferência e de arcos de circunferência;30;Módulo 8;A117;? Gráfico de uma função polinomial;A120;? Problemas do 1º grau ou lineares;A123;? Sistemas lineares: definição, classificação e resolução;A126;? Interpretação de dados em textos;30;;A5;? Trigonometria;A5;? Geometria Analítica;A5;? Análise Combinatória;A5;? Módulo de um número real;;;;
31;;A118;? Problemas que envolvem funções exponenciais e logarítmicas;A121;? Espaços amostrais e eventos, probabilidades, espaços equiprováveis e espaços não equiprováveis;A124;? Vetores no plano e equação vetorial da reta;A127;? Área do círculo e de setores circulares;31;;A118;? Transformação de uma equação;A121;? Problemas do 2º grau ou quadráticos;A124;? Regra de Cramer: discussão de um sistema linear e sistemas homogêneos;A127;? Interpretação de dados em tabelas;31;;A6;? Trigonometria;A6;? Números complexos;A6;? Probabilidades;A6;? Geometria Espacial;;;;
32;;A119;? Inequações exponenciais e logarítmicas;A122;? Probabilidade geométrica;A125;? Vetores no plano e equação vetorial da reta;A128;? Áreas de coroas e de segmentos circulares;32;;A119;? Propriedades da divisibilidade de polinômios;A122;? Exercícios;A125;? Regra de Cramer: discussão de um sistema linear e sistemas homogêneos;A128;? Interpretação de dados em gráficos;32;;A7;? Sistemas lineares;A7;? Polinômios e equações algébricas;A7;? Estatística;A7;? Geometria Espacial;;;;
"Planejamento baseado na programação geral anual, atualizado conforme a liberação dos módulos.
O planejamento pode sofrer alterações em virtude das datas de aplicação do ENEM.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
